"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","success","timeout","failed_images","failed_audio","failed_video","rt","url","responses","question_order","stimulus","key_press","response"
"pavlovia","0","4","0.0-0.0","1","Low_HMMActual","","","","","","","","","","","",""
"preload","1","5","0.0-1.0","1","Low_HMMActual","true","false","[]","[]","[]","","","","","","",""
"external-html","2","12213","0.0-2.0-0.0","1","Low_HMMActual","","","","","","12130","consent.html","","","","",""
"survey-multi-choice","3","30012","0.0-2.0-1.0","1","Low_HMMActual","","","","","","17797","","{""Q0"":""Male"",""Q1"":""White""}","[0,1]","","",""
"survey-text","4","32979","0.0-2.0-2.0","1","Low_HMMActual","","","","","","2964","","{""Q0"":""40""}","","","",""
"survey-text","5","54195","0.0-2.0-3.0","1","Low_HMMActual","","","","","","21100","","{""Q0"":""5ce7c46d79642d0017767d94""}","","","",""
"image-keyboard-response","6","68562","0.0-3.0-0.0","1","Low_HMMActual","","","","","","14256","","","","tutorial/tutorial1.png"," ",""
"image-keyboard-response","7","74483","0.0-3.0-0.1","1","Low_HMMActual","","","","","","5919","","","","tutorial/tutorial2.png"," ",""
"image-keyboard-response","8","77528","0.0-3.0-0.2","1","Low_HMMActual","","","","","","3043","","","","tutorial/tutorial3.png"," ",""
"image-keyboard-response","9","79020","0.0-3.0-0.3","1","Low_HMMActual","","","","","","1489","","","","tutorial/tutorial4.png"," ",""
"image-keyboard-response","10","81314","0.0-3.0-0.4","1","Low_HMMActual","","","","","","2291","","","","tutorial/tutorial5.png"," ",""
"image-keyboard-response","11","87121","0.0-3.0-0.5","1","Low_HMMActual","","","","","","5806","","","","tutorial/tutorial6.png"," ",""
"image-keyboard-response","12","90227","0.0-3.0-0.6","1","Low_HMMActual","","","","","","3105","","","","tutorial/tutorial7.png"," ",""
"image-keyboard-response","13","113633","0.0-3.0-0.7","1","Low_HMMActual","","","","","","23404","","","","tutorial/tutorial8.png"," ",""
"image-keyboard-response","14","116785","0.0-3.0-0.8","1","Low_HMMActual","","","","","","3151","","","","tutorial/tutorial9.png"," ",""
"image-keyboard-response","15","121210","0.0-3.0-0.9","1","Low_HMMActual","","","","","","4424","","","","tutorial/tutorial10.png"," ",""
"image-keyboard-response","16","123560","0.0-3.0-0.10","1","Low_HMMActual","","","","","","2348","","","","tutorial/tutorial11.png"," ",""
"image-keyboard-response","17","132626","0.0-3.0-0.11","1","Low_HMMActual","","","","","","9065","","","","tutorial/tutorial12.png"," ",""
"image-keyboard-response","18","138961","0.0-3.0-0.12","1","Low_HMMActual","","","","","","6331","","","","tutorial/tutorial13.png"," ",""
"image-keyboard-response","19","150810","0.0-3.0-0.13","1","Low_HMMActual","","","","","","11848","","","","tutorial/tutorial14.png"," ",""
