"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","success","timeout","failed_images","failed_audio","failed_video","rt","url","responses","question_order","stimulus","key_press","response"
"pavlovia","0","15","0.0-0.0","1","Low_HMMActual","","","","","","","","","","","",""
"preload","1","16","0.0-1.0","1","Low_HMMActual","true","false","[]","[]","[]","","","","","","",""
"external-html","2","6233","0.0-2.0-0.0","1","Low_HMMActual","","","","","","6152.789999963716","consent.html","","","","",""
"survey-multi-choice","3","15713","0.0-2.0-1.0","1","Low_HMMActual","","","","","","9477.805000031367","","{""Q0"":""Male"",""Q1"":""White""}","[0,1]","","",""
"survey-text","4","17804","0.0-2.0-2.0","1","Low_HMMActual","","","","","","2087.8600000287406","","{""Q0"":""25""}","","","",""
"survey-text","5","22112","0.0-2.0-3.0","1","Low_HMMActual","","","","","","4205.644999979995","","{""Q0"":""5de00d05988d7c0877eaa15a""}","","","",""
"image-keyboard-response","6","36553","0.0-3.0-0.0","1","Low_HMMActual","","","","","","14339.640000020154","","","","tutorial/tutorial1.png"," ",""
"image-keyboard-response","7","47361","0.0-3.0-0.1","1","Low_HMMActual","","","","","","10806.410000019241","","","","tutorial/tutorial2.png"," ",""
"image-keyboard-response","8","51376","0.0-3.0-0.2","1","Low_HMMActual","","","","","","4015.0899999425747","","","","tutorial/tutorial3.png"," ",""
"image-keyboard-response","9","54296","0.0-3.0-0.3","1","Low_HMMActual","","","","","","2919.3949999753386","","","","tutorial/tutorial4.png"," ",""
"image-keyboard-response","10","56528","0.0-3.0-0.4","1","Low_HMMActual","","","","","","2231.325000000652","","","","tutorial/tutorial5.png"," ",""
"image-keyboard-response","11","61889","0.0-3.0-0.5","1","Low_HMMActual","","","","","","5359.884999983478","","","","tutorial/tutorial6.png"," ",""
"image-keyboard-response","12","68185","0.0-3.0-0.6","1","Low_HMMActual","","","","","","6294.794999994338","","","","tutorial/tutorial7.png"," ",""
"image-keyboard-response","13","74385","0.0-3.0-0.7","1","Low_HMMActual","","","","","","6199.529999983497","","","","tutorial/tutorial8.png"," ",""
