Subject,Ifuture_both,Ifuture_task,Ipast_task,Ipast_both,ratio,diff,pastdiff,DTB,color
6131f701,0.1902075409255363,0.1858290412926457,0.8859782890305313,1.3200015974178547,1.0235619771938407,0.004378499632890581,0.4340233083873234,-0.04347175731461578,#153cd8
5cd48ff6,0.0666527884996973,0.05672983310480674,0.35395537741850414,0.6346353746917999,1.1749159983699968,0.009922955394890562,0.28067999727329573,-0.060402467842232854,#153cd8
613bbfeb,0.04974249580032711,0.04636407301102878,0.21976010134936147,0.48821280400517486,1.0728672562588426,0.003378422789298327,0.2684527026558134,-0.029693879157995137,#153cd8
613a7916,0.09528664797052437,0.09414292927430401,0.44607291212434763,0.6761875613486696,1.0121487477077318,0.001143718696220361,0.230114649224322,-0.04899011514617241,#153cd8
603c11e7,0.15733300881443574,0.1491809270886845,0.6693165449659592,0.9001000581087935,1.054645603059599,0.008152081725751242,0.2307835131428343,-0.04703768621692636,#153cd8
613a7319,0.08702374658515856,0.06961328970114708,0.4724631987873248,0.47422396102149256,1.2501024870215922,0.01741045688401148,0.0017607622341677676,-0.08068017660733842,#153cd8
614ff508,0.15970124841195196,0.14658786853381872,0.7687800114980756,0.9540945140277802,1.0894574701801323,0.013113379878133241,0.1853145025297046,-0.06717957485589438,#153cd8
611eb4cf,0.09992065173083754,0.09012447482759582,0.33495630074851535,0.6497789641743477,1.108696077530342,0.009796176903241721,0.3148226634258323,-0.021494093794799718,#153cd8
5ea4273e,0.10967366414753807,0.09278763215804837,0.5254168984873522,0.5979921592921527,1.1819858056160668,0.016886031989489694,0.07257526080480048,-0.07109944820048768,#153cd8
5fd36719,0.09430538374851735,0.0844439673077372,0.4247476515845842,0.718296816755716,1.1167805913812934,0.009861416440780146,0.2935491651711318,-0.0529029382849773,#153cd8
607458a3,0.21835825743203768,0.18035929679136836,0.7053204496482677,1.2083012793886332,1.2106847903971638,0.03799896064066932,0.5029808297403655,-0.02268718049781293,#153cd8
606699d4,0.1436230873360155,0.10848754907641316,0.5665604135287966,0.9251461718537447,1.323867011087647,0.03513553825960235,0.3585857583249481,-0.06528329270281545,#153cd8
615027bb,0.09136603886489428,0.05576573428695223,0.26239906030847426,0.6260435647943646,1.6383903132119542,0.03560030457794205,0.36364450448589036,-0.0338848445436327,#153cd8
61330f6e,0.07041329604128951,0.07628830650688423,0.3252338134196809,0.5360465136195591,0.9229893710504039,-0.0058750104655947155,0.21081270019987824,-0.03243947753284726,#153cd8
5c44a1a1,0.13195198132266694,0.10461011376547394,0.5290015475375481,0.9347926836119708,1.2613692555434066,0.027341867557193006,0.40579113607442263,-0.060195105700577706,#153cd8
5f591a1b,0.11043070700356697,0.09540416174883812,0.5558571918843997,0.7886671945364698,1.1575040855585301,0.015026545254728851,0.23281000265207008,-0.07582096103199115,#153cd8
61444f10,0.09173212667890139,0.06108651229094173,0.38222171569444496,0.7307445066314753,1.5016756275428083,0.03064561438795966,0.3485227909370303,-0.06424897798779658,#153cd8
60e2f779,0.10561030580305023,0.09495975617712478,0.4191725505908924,0.6022553518642403,1.1121585612125982,0.010650549625925446,0.18308280127334786,-0.04087446879590188,#153cd8
61390879,0.06838758187937409,0.06138374467386774,0.28482420477643744,0.6070386539995761,1.1140992170275337,0.007003837205506347,0.3222144492231387,-0.03507531293124094,#153cd8
5c2b4b95,0.18440542624159534,0.1410456432883432,0.7111799722926465,0.9735762777314261,1.3074166769164972,0.04335978295325213,0.26239630543877956,-0.06304029837523992,#153cd8
5d5daa04,0.037301846063221615,0.030474913496732432,0.27657889565125965,0.48032292125322645,1.2240181113958266,0.006826932566489183,0.2037440256019668,-0.06348079291488185,#153cd8
5e617adc,0.15913693344512153,0.14114477208158877,0.528139491823434,0.8175136262624539,1.1274730979985033,0.017992161363532766,0.28937413443901994,-0.023439648345867398,#153cd8
60ffa96e,0.16382878131896278,0.12337653100526484,0.6364741338825415,1.0267950461526312,1.3278763796006854,0.04045225031369794,0.3903209122700897,-0.06607864630419923,#153cd8
5decb11b,0.19604719386487668,0.16861120115190295,0.8521537375385145,1.3876198968930784,1.162717497565636,0.027435992712973728,0.5354661593545639,-0.05664890578390083,#153cd8
613a8e09,0.08222042798054499,0.0593226112742982,0.3315225217760821,0.581433742215046,1.3859880105474618,0.02289781670624679,0.24991122043896385,-0.05129943849379456,#153cd8
60940b78,0.15088701286539954,0.1063908536733672,0.5840700354613426,0.8706536971649177,1.4182329369086646,0.04449615919203234,0.2865836617035751,-0.0714329369342959,#153cd8
6152e626,0.2114527477584302,0.18660770386638345,0.7164298464724578,1.2495582276907988,1.1331405047984329,0.024845043892046753,0.533128381218341,-0.01840955208868736,#153cd8
60866f86,0.20053504773910474,0.1308807228041813,0.6233029829733352,1.1092217766905101,1.53219697631971,0.06965432493492343,0.48591879371717495,-0.05569991819428424,#153cd8
613867f3,0.2146135603670883,0.1648953433680586,0.683180904279868,1.0925569953547578,1.301513772211596,0.0497182169990297,0.4093760910748898,-0.034017782980143324,#153cd8
59692d61,0.1948959244322285,0.18912573734423432,0.9759823178944194,1.3975884754365537,1.0305097929505578,0.0057701870879941775,0.4216061575421344,-0.04987727334821268,#153cd8
611709f6,0.1721398707999074,0.11524059812931468,0.6104471498909565,1.2711943055449861,1.4937432952816199,0.05689927267059271,0.6607471556540296,-0.06851517267277289,#153cd8
60f95f62,0.129714711638757,0.08731495929595989,0.4764424223847853,0.785205887849682,1.485595511750516,0.04239975234279711,0.30876346546489675,-0.06402824824540407,#153cd8
60edea79,0.08834970764760733,0.06144883332705785,0.4358035841331117,0.6642246721323218,1.4377768114387321,0.02690087432054948,0.22842108799921013,-0.07889785557319796,#153cd8
614c5dc3,0.11787449471772693,0.09436541504074766,0.4771076783112925,0.7614191663104387,1.2491281330859179,0.023509079676979266,0.2843114879991462,-0.05714818504785865,#153cd8
61519ca7,0.1492083327480736,0.13358020178600602,0.6042772633737354,1.014469171351481,1.1169943655804897,0.015628130962067582,0.41019190797774563,-0.04878801600228749,#153cd8
60f45fc7,0.13685124743187688,0.13814987971834664,0.7295200795480417,0.8693016282261077,0.9905998304948412,-0.0012986322864697586,0.13978154867806603,-0.0692081233643787,#153cd8
60732f93,0.17824942535423172,0.17086652271682318,0.7975915758884072,1.0698760101198492,1.0432085965115836,0.007382902637408539,0.272284434231442,-0.04724979004712099,#153cd8
