Subject,Ipast_task,ratio,diff,DTB
5ebd,0.748678814678864,0.9369403983366251,-0.009543055618853463,-0.038553136790678594
5e9d,0.6266688607210547,0.9531026843597821,-0.005257852847927333,-0.047182253886669995
5da7,0.7172056139449076,1.3161653025656663,0.05968671277930629,-0.03953012446101878
60ce,0.9206555640616735,1.0484588807579747,0.010555687955109888,-0.02498006674254527
5f52,0.7283649000574741,1.1732986091206992,0.030358786769013102,-0.023288326070348336
60c8,0.6588044688888235,1.1862241705636765,0.030096913922735336,-0.03395767214780562
