Subject,Ipast_task,ratio,diff,DTB,color
56e55e5c,0.5480151805703886,1.3787646664196331,0.04110562202424238,-0.060852935126225485,#153cd8
60ec0c8e,0.32940640311899416,1.1347772679598185,0.01071865272954707,-0.030461414868530226,#153cd8
6150842d,0.4569689183887669,1.1630435407510258,0.016270464543735486,-0.046314758779671894,#153cd8
614f2977,0.9837988088045393,0.977619520827653,-0.004350805136906444,-0.04538587012828113,#153cd8
5ac01e17,0.7703908827874114,1.2892034065064526,0.042428991038983205,-0.06734211326719095,#153cd8
61098f2c,0.5494675927106082,1.5140981065056014,0.05683270055920289,-0.059174267715357276,#153cd8
611fce73,0.5663395660518182,1.7302845758513108,0.07502788901964977,-0.07098310399491664,#153cd8
5ecd36e8,0.41803589079108916,1.064835207847335,0.006609215197334969,-0.03359159069012896,#153cd8
5dad865e,0.7719650209526068,1.2755169588508193,0.043051477524620324,-0.058047691803726875,#153cd8
611a7d58,0.49753647815350666,1.1533903603897442,0.011145870978864714,-0.08410703648897574,#153cd8
611148ad,0.6428190801789808,0.9667865356615429,-0.0035763541328504844,-0.08313081952975193,#153cd8
6149c45d,0.3549069804072983,1.145878074749751,0.009621420963759758,-0.05147044336894881,#153cd8
613688d0,0.9202548161653118,1.153367825669659,0.02570713459546317,-0.06551534999055864,#153cd8
5dea5762,0.4335453272575235,1.1168217599835946,0.009070505168642953,-0.062099626143895595,#153cd8
6141e484,0.5256599822632915,1.5516740084783318,0.049660455399649056,-0.07395556845757209,#153cd8
60fbc53a,0.6876852692596214,1.1454187668927132,0.022258556049168043,-0.04663065096471042,#153cd8
609d3af7,0.6839298232137403,1.3247113438724814,0.04268926497949507,-0.0675332832508041,#153cd8
60d9ec92,0.6564798006155685,1.0106846455272542,0.0014847799422755825,-0.05464758252803989,#153cd8
613e9d66,0.7209170304240199,1.2141003193934676,0.03357655491002903,-0.049094058135350754,#153cd8
611cff5e,0.8612417929664407,0.9361254880281277,-0.011000221728980908,-0.05412698863271104,#153cd8
611e8be4,0.2672281647720206,1.0898217053613786,0.004492704576404327,-0.04107926297719395,#153cd8
5faa6cab,0.4446966231977953,1.298718058957433,0.029453205731581417,-0.044174304638096934,#153cd8
5b52f493,0.8924748510766343,1.3486294102777663,0.058544661364105466,-0.06213931421430846,#153cd8
61544c7e,0.5740917952293259,1.2587807151146684,0.035329951836042484,-0.03903345500921243,#153cd8
613a4cae,0.7037240662168484,1.0730350332432919,0.012354377040399073,-0.03353261125567916,#153cd8
5ae6313e,0.598285729671933,1.051414674159252,0.0059143208675796755,-0.06606981043840926,#153cd8
57fe6296,0.728188980707583,0.9731761462834456,-0.003982881594954302,-0.05866679705111208,#153cd8
5eaf421a,0.6852942241970765,1.1948013935545896,0.024314104088711416,-0.074439024059359,#153cd8
5e24c305,0.845836880903384,1.1657776166442386,0.026300863411811454,-0.06585907544682598,#153cd8
5ebefa4d,0.3655074411896654,1.333840230451599,0.020540982488805426,-0.0589710449798484,#153cd8
5f5f53e5,0.641001015450634,1.1116538312330415,0.015467541340493246,-0.051892128403402155,#153cd8
5f418da1,0.46102098518681583,1.08700435587464,0.008115212284064144,-0.053934064853229643,#153cd8
59b39cd4,0.6927835489916154,1.1714647695770666,0.029164171147666562,-0.030549937099898727,#153cd8
58d9a79c,0.6901014466402452,1.4024777391628556,0.057147954843583176,-0.05815218480199935,#153cd8
601d727d,0.6050474541159903,1.2596414910727216,0.03174478349409435,-0.060383760270174475,#153cd8
605de3af,0.736126261041417,1.035246739702702,0.005499749415255134,-0.05245569474828074,#153cd8
6147a9a1,0.5199079950265578,1.3323434969028478,0.04310253517008625,-0.03280742400473649,#153cd8
5ee14621,0.8840493827743992,1.0056883134716381,0.0010072787617740608,-0.05199962847606851,#153cd8
61070b50,0.6208307536047994,1.2096472091637112,0.0275116191038976,-0.054920376908667246,#153cd8
61418d14,0.5325916397901456,1.5912826081936071,0.05562133982667762,-0.07165436105005098,#153cd8
5fe546a1,0.4000948946677149,1.7986652358425705,0.06701303154908578,-0.04662654325450147,#153cd8
60c7acf7,0.4323935110643893,1.5579579227378273,0.04185751919825813,-0.06441155831070848,#153cd8
5ffdf54a,0.8895037233532974,1.1840240539496485,0.033086481930398426,-0.049929976589861896,#153cd8
6154474d,0.2846789955934854,1.0664924903220565,0.002237293694311006,-0.06275238550611523,#153cd8
60a51aec,0.5612432670928749,1.025707312426555,0.004105545819377998,-0.012809826797682555,#153cd8
613bc88a,0.5953703059497176,1.1441706625696357,0.02095418445737285,-0.035092041558237946,#153cd8
6111234a,0.5653434230250038,1.2231615324706233,0.021214353029731375,-0.07842214734687636,#153cd8
613de6cc,0.3403087959853268,1.2274939538005336,0.018260804779635487,-0.03292192498887914,#153cd8
60671cbc,0.5390764945687365,1.1010803918530752,0.016777803195094004,-0.001275370624951172,#153cd8
5796672b,0.38045575067524506,1.0802710141688123,0.004245925527590469,-0.07194143825583361,#153cd8
610b9b99,0.8604461887750121,1.356169846266738,0.06099572454470964,-0.054993880597403594,#153cd8
5e7fa0e9,0.948865455324083,1.301351623294493,0.054095642520852,-0.05670579681063037,#153cd8
602b9bfd,0.4183779623757363,1.3849030589529452,0.024307121550599373,-0.07247191207893924,#153cd8
5f330016,0.6543638368902289,1.1866644576153011,0.03016149505640947,-0.03160073321769105,#153cd8
6107d55f,0.48595245044739377,1.5912964115084876,0.0481281875469394,-0.0724092819616832,#153cd8
613fde25,0.6237471656215281,1.0341504737499092,0.005610718670773174,-0.02247261539440415,#153cd8
61401403,0.48129655152414863,1.4531074815894656,0.03944483675982982,-0.0655571478783967,#153cd8
5fbfa308,0.7093041259921399,1.2565351404275091,0.041496659750314635,-0.04199080257052812,#153cd8
5f2af6dc,0.7842208207789667,1.1161098552589366,0.017442943670594513,-0.06591035183545718,#153cd8
6101281e,0.36130130172699176,1.1551173825081686,0.010919842294749516,-0.048883113617320215,#153cd8
60039c60,0.8928145828469276,1.3486000254426802,0.06322785568284828,-0.04872940154011984,#153cd8
614f7a3a,0.4879963329133624,0.9147057031364509,-0.007931793225532446,-0.06133385907171322,#153cd8
60fd0591,0.7196079481540808,1.2424639555168917,0.023573430278886906,-0.10847456228298577,#153cd8
614f253f,0.7001424488177145,0.8981395690135298,-0.019132928149398765,-0.014174665074540932,#153cd8
5db31089,0.39806039532646226,1.1848213836610997,0.008041266163709815,-0.08643439118259959,#153cd8
5f24781f,0.9525493954189281,1.0612699139639823,0.011388803158473515,-0.050726478981146184,#153cd8
611d494b,0.44228867841319,1.1779481482101244,0.013475660901043227,-0.06639081496174275,#153cd8
5c041275,0.26529188625825384,1.1201268504247253,0.006741943991983912,-0.03438541658132305,#153cd8
60f4357c,0.6526304403504424,1.587843648581158,0.05745703722962198,-0.09508828517710011,#153cd8
613b3c33,0.586153145762658,1.3771925516523387,0.0396547540109279,-0.07319609518066388,#153cd8
61254bf4,0.5199717635206077,1.3301421216751095,0.04071027691287055,-0.03920511656889991,#153cd8
6145c2b0,0.42544724414992985,1.1740076201612932,0.01532233346163088,-0.04948812008171535,#153cd8
5d57f9cd,0.7434132121736403,0.9734912265086593,-0.0037725075956515086,-0.06738137503201472,#153cd8
5f0c6887,0.9787749327799627,1.1822675142544714,0.03508651172594182,-0.046795850818877716,#153cd8
605b4ce0,0.6256567852003071,1.367321559586939,0.05851163391034672,-0.02787867865816193,#153cd8
614072e7,0.3816747783923168,1.0145424224134632,0.001145379075286862,-0.046428676593635754,#153cd8
61085ff4,0.41331736802672453,1.010644708924363,0.0009359636424245421,-0.046320827231866465,#153cd8
5fa10903,0.6774547380957496,1.0548725802707875,0.0065802756984197075,-0.07788544010840981,#153cd8
6089721b,0.44933073201525253,1.420179642262858,0.04266805147317787,-0.04248473050718787,#153cd8
613a9a26,0.46239441006627746,0.9870052326431147,-0.000993290603218136,-0.071143068288005,#153cd8
612d416b,0.9009304119720456,1.339217273265432,0.057811011533496576,-0.060601719017293054,#153cd8
5d91e1e7,0.7266408890210087,1.1816751992871133,0.027530414587223773,-0.05535147522902717,#153cd8
5c5d36bc,0.8313496618046672,1.2333025082582383,0.03663199292597502,-0.06561524772124963,#153cd8
5eff5f05,0.33518361533224156,1.4526424161385878,0.02974764172217685,-0.045984766864295576,#153cd8
6077a808,0.774329348120791,1.0500207857756791,0.008374841256511556,-0.047234362156345217,#153cd8
6106ac34,0.79908180558784,1.1943877823051559,0.03137683425327667,-0.056909806516071776,#153cd8
5fd80e19,0.3667224476798084,1.297544387446038,0.02789119772910431,-0.02711490948842904,#153cd8
5ae59f8c,0.7622968254079617,0.9510339809972969,-0.007597231942077981,-0.057598918835680524,#153cd8
60d1be6a,0.6019421758328922,1.2647570918912723,0.03789851610261069,-0.03879315726192212,#153cd8
5daca079,0.41526153269383403,1.0603525986129068,0.004253595311707728,-0.06429750254758392,#153cd8
6041603b,0.5579581832554261,1.1157511837866427,0.010730581969832162,-0.07903088025923512,#153cd8
5c919cee,0.5109571392977483,1.0544841425582754,0.0044841136280493465,-0.07790644502758592,#153cd8
5f2ae58f,0.8585692558558913,1.2799891677561446,0.04906998096526863,-0.0507684876533597,#153cd8
604c285c,0.0867878775809457,1.1470521894150127,0.004962184117034751,0.0022780442682772406,#153cd8
5fae59f2,0.7072448836315525,1.0603880554470002,0.009492277885800454,-0.04616998758731372,#153cd8
6138e5b4,0.7919547936495531,1.0411276526625943,0.005976954166270837,-0.07195378906182662,#153cd8
6131f701,0.8859782890305313,1.0235619771938407,0.004378499632890581,-0.04347769102703508,#153cd8
5cd48ff6,0.35395537741850414,1.1749159983699968,0.009922955394890562,-0.06041981236422138,#153cd8
613bbfeb,0.21976010134936147,1.0728672562588426,0.003378422789298327,-0.029686162096180482,#153cd8
613a7916,0.44607291212434763,1.0121487477077318,0.001143718696220361,-0.049003939304408245,#153cd8
603c11e7,0.6693165449659592,1.054645603059599,0.008152081725751242,-0.04703551073893633,#153cd8
613a7319,0.4724631987873248,1.2501024870215922,0.01741045688401148,-0.08070282573565923,#153cd8
614ff508,0.7687800114980756,1.0894574701801323,0.013113379878133241,-0.06720539776589701,#153cd8
611eb4cf,0.33495630074851535,1.108696077530342,0.009796176903241721,-0.02151431793001593,#153cd8
5ea4273e,0.5254168984873522,1.1819858056160668,0.016886031989489694,-0.07112343331733946,#153cd8
5fd36719,0.4247476515845842,1.1167805913812934,0.009861416440780146,-0.05290963122903877,#153cd8
607458a3,0.7053204496482677,1.2106847903971638,0.03799896064066932,-0.022633291076706946,#153cd8
606699d4,0.5665604135287966,1.323867011087647,0.03513553825960235,-0.06528577173733881,#153cd8
615027bb,0.26239906030847426,1.6383903132119542,0.03560030457794205,-0.03386424067223647,#153cd8
61330f6e,0.3252338134196809,0.9229893710504039,-0.0058750104655947155,-0.03243391262802654,#153cd8
5c44a1a1,0.5290015475375481,1.2613692555434066,0.027341867557193006,-0.06021903370181919,#153cd8
5f591a1b,0.5558571918843997,1.1575040855585301,0.015026545254728851,-0.07583268436465035,#153cd8
61444f10,0.38222171569444496,1.5016756275428083,0.03064561438795966,-0.0642620382951882,#153cd8
60e2f779,0.4191725505908924,1.1121585612125982,0.010650549625925446,-0.04087929741389072,#153cd8
61390879,0.28482420477643744,1.1140992170275337,0.007003837205506347,-0.035060076328456535,#153cd8
5c2b4b95,0.7111799722926465,1.3074166769164972,0.04335978295325213,-0.06305952619901184,#153cd8
5d5daa04,0.27657889565125965,1.2240181113958266,0.006826932566489183,-0.0634635828671136,#153cd8
5e617adc,0.528139491823434,1.1274730979985033,0.017992161363532766,-0.023463590082578534,#153cd8
60ffa96e,0.6364741338825415,1.3278763796006854,0.04045225031369794,-0.06608740757185576,#153cd8
5decb11b,0.8521537375385145,1.162717497565636,0.027435992712973728,-0.05665080555743188,#153cd8
613a8e09,0.3315225217760821,1.3859880105474618,0.02289781670624679,-0.05131042233103502,#153cd8
60940b78,0.5840700354613426,1.4182329369086646,0.04449615919203234,-0.07146025993256525,#153cd8
6152e626,0.7164298464724578,1.1331405047984329,0.024845043892046753,-0.018494289743085507,#153cd8
60866f86,0.6233029829733352,1.53219697631971,0.06965432493492343,-0.0557917759023851,#153cd8
613867f3,0.683180904279868,1.301513772211596,0.0497182169990297,-0.03396784423382712,#153cd8
59692d61,0.9759823178944194,1.0305097929505578,0.0057701870879941775,-0.04988623140102663,#153cd8
611709f6,0.6104471498909565,1.4937432952816199,0.05689927267059271,-0.06864172861940628,#153cd8
60f95f62,0.4764424223847853,1.485595511750516,0.04239975234279711,-0.06405301369166966,#153cd8
60edea79,0.4358035841331117,1.4377768114387321,0.02690087432054948,-0.07890824564549632,#153cd8
614c5dc3,0.4771076783112925,1.2491281330859179,0.023509079676979266,-0.0571729398943423,#153cd8
61519ca7,0.6042772633737354,1.1169943655804897,0.015628130962067582,-0.048891360310975795,#153cd8
60f45fc7,0.7295200795480417,0.9905998304948412,-0.0012986322864697586,-0.06922475966062236,#153cd8
60732f93,0.7975915758884072,1.0432085965115836,0.007382902637408539,-0.047238865477461006,#153cd8
5fd97d5b,0.5126292217595722,1.4756223237328072,0.04284848853354614,-0.070546637779271,#153cd8
5f7082bf,0.4638609672686399,1.01794325060624,0.0015927605426382524,-0.059212658102909155,#153cd8
5915e5c6,0.3828917835163027,1.591820198330608,0.03973804463721038,-0.05839744101420513,#153cd8
613a87bd,0.3270439705214675,1.205879108496764,0.014194079835891119,-0.04032847266274606,#153cd8
6026944b,0.6451801315157637,1.0705519034411857,0.00828550843679704,-0.07387057019773666,#153cd8
5eed9bc3,0.36665015340934454,1.4817529883099358,0.03835261720357655,-0.041221335744391976,#153cd8
612939df,0.579062951043096,1.3262579576691753,0.04522636124537402,-0.0380847465487211,#153cd8
6149aa57,0.49314169452115475,1.202579252481064,0.025766776279029735,-0.028451345338557227,#153cd8
6150c71c,0.7337133845540471,1.365732510681207,0.05691325148731799,-0.05246908280997625,#153cd8
60ff5803,0.6713277600668189,1.375819234149574,0.04765467059555045,-0.0698224673071855,#153cd8
60dba785,0.3843428034633424,1.2468127782425151,0.017682328026892402,-0.054321114634245965,#153cd8
6154b025,0.5042043174735692,0.9507140222253555,-0.006634962258797561,-0.02385650471948278,#153cd8
61411ac4,0.7479194487666013,1.0880699266055907,0.014999736483646192,-0.04010954786048673,#153cd8
613aa05b,0.4312613610382955,1.3019233456378094,0.019224758696901253,-0.07544882470267063,#153cd8
5c477c8d,0.4423997423422049,1.2910495976544787,0.02694092193460787,-0.04958429556308783,#153cd8
5d3f34ea,0.32792299734725544,1.182214710976832,0.018333340714017862,-0.008925379648529255,#153cd8
613a29d2,0.6964105602042026,1.4089210123880158,0.06412389306347305,-0.044496432068127145,#153cd8
6091c8c4,0.8647870941863683,1.0623487241261167,0.009973375951206453,-0.06680633248750317,#153cd8
6151a98b,0.7159195710784345,1.3289148510502318,0.05762500220423927,-0.029807779206412283,#153cd8
59388716,0.7993264836507111,1.0891699571599187,0.01883109600878924,-0.007177149020061557,#153cd8
5ad6fdb5,0.5968768405346625,1.1217176229073735,0.012865283801974464,-0.07508164084143876,#153cd8
6151c1e6,0.7221288343312705,1.251882156787631,0.04295854512999939,-0.03557500856172921,#153cd8
5df3a708,0.8303730001401087,1.0571384213329285,0.009253980933483869,-0.06054324870239333,#153cd8
5658000c,0.7743001640859919,1.034707445245371,0.005743498848600814,-0.049174035630769886,#153cd8
5e0f2235,0.3926355032890867,1.2901235457778606,0.023590382247042838,-0.04705765778714932,#153cd8
6118baea,0.6861412681320179,1.0231686860540463,0.002974568784958692,-0.07102298564043485,#153cd8
614083f4,0.8545911208101046,0.9621402339135293,-0.006403816316421895,-0.056406267413507516,#153cd8
613a7ca0,0.27218860871127926,1.581363945916792,0.030405214385371797,-0.04030472074094247,#153cd8
5d1ac31e,0.6585261776775917,1.6078592026307659,0.06830582665583372,-0.08165561552634974,#153cd8
6154b537,0.45170185995851486,1.3434460983853784,0.033751680880342416,-0.04640245220540218,#153cd8
5a212dcc,0.7258862766058092,1.2039126257554942,0.026407955747162953,-0.07725412860938796,#153cd8
606e25a4,0.453817295094516,1.5294923857800107,0.031008916397837295,-0.08668724638358113,#153cd8
60a142ec,0.7646670805275799,1.1740734707513387,0.02947309014968655,-0.04381864563343996,#153cd8
611a78ef,0.6742327684540596,1.2253943606548863,0.030707909653470977,-0.06096820824194488,#153cd8
5dc368ce,0.4497851071767832,1.1885573901900337,0.024237265469349012,-0.015614809579875405,#153cd8
611a435c,0.6759430947712038,1.296854443587951,0.03938436404694759,-0.0648528826314555,#153cd8
615053d9,0.5830783140873368,1.24793324546658,0.03684161342964548,-0.029029462911187076,#153cd8
613bb986,0.6368699475165942,0.8182300924682319,-0.02316653551199871,-0.06209804137370217,#153cd8
5c437f6a,0.6905128818032378,1.4425982729605622,0.05341389262390854,-0.07953603311543912,#153cd8
5bced499,0.6546773460901528,1.1636515091299096,0.02609343676089715,-0.033800569915729606,#153cd8
5c0832da,0.5897116173074158,1.1974031096423587,0.02423324588778951,-0.05638087629229886,#153cd8
613041ad,0.8350385050323998,1.145469237912568,0.028654889430658304,-0.02612988146021017,#153cd8
613ad811,0.6154334694263479,1.4007953949682344,0.05605357655654511,-0.04514882636845355,#153cd8
5f2e44f2,0.40255424129622314,1.4949295267424971,0.041104959246138606,-0.04819403626696303,#153cd8
61325518,0.729233279497386,1.2102338712683303,0.029116158715149137,-0.06883201934240712,#153cd8
613a8742,0.2634370184479511,1.1466205407952552,0.009509895263837387,-0.025084763675763636,#153cd8
60dc8334,0.9936747900623386,1.4054167591999838,0.07337015430027033,-0.05974839589053077,#153cd8
6029a5e3,0.4995375243698996,1.1824101809300522,0.015606122305158593,-0.07172786678588944,#153cd8
60992474,0.5462039902430218,1.286712390759014,0.039269100441512356,-0.03198581955391164,#153cd8
5db05d7b,0.5028377857123105,1.268288478950116,0.014502656268523303,-0.10407201631474276,#153cd8
6130e6f7,0.6738033044878452,1.4255771795005847,0.05891313283783464,-0.058695799412848,#153cd8
612b9799,0.6478849239188003,1.1967694155591853,0.030856181628553192,-0.03505340566792234,#153cd8
5d77a007,0.6563724190430122,1.093568785155796,0.01484776308633537,-0.03490681803544857,#153cd8
6117249e,0.9207414183516548,1.4618865442327003,0.07702208819965342,-0.06642987212728918,#153cd8
6155b1c2,0.9682475195193773,1.0423525545441017,0.007936969947557826,-0.050823069575083535,#153cd8
6102bb09,0.42639922139864816,1.8819402152575972,0.06271641334416417,-0.06669040305207155,#153cd8
6149e5c5,0.9225882549677735,1.083406707513367,0.015352843472010547,-0.04931224199642226,#153cd8
613a66ff,0.41058168635793235,1.8926240844651838,0.0691295942117446,-0.05605987864288396,#153cd8
613a7c75,0.7454314405027451,1.2675281429659762,0.04786938216901543,-0.031089069095005167,#153cd8
613a7d06,0.6944071208718594,1.252287052460284,0.03281978993594753,-0.0708494131329003,#153cd8
60d33b65,0.470910285079832,1.1847081707170626,0.017335848543064733,-0.056038905219883736,#153cd8
61484b1c,0.7649770133375192,1.0322405710883227,0.005384045999558884,-0.046186517025790186,#153cd8
5c813f9e,0.6649318786020222,0.9217468434182452,-0.010626964520085574,-0.05952428195726253,#153cd8
614ce14e,0.7138386872322668,1.2509565517731922,0.03801586444614413,-0.05312614593874637,#153cd8
60b81786,0.546606199181353,1.4673564428959969,0.052746133518169924,-0.056183913440787214,#153cd8
613bac1c,0.9844380743855785,1.106042425918701,0.020190033446946476,-0.04945239481104202,#153cd8
5ed22618,0.7108938805104006,1.1178790924917963,0.017357664002584816,-0.05680112215446159,#153cd8
5f35fb8d,0.40858512688079,1.6519768633132166,0.04926586437366054,-0.057399026245821064,#153cd8
60379326,0.3698450947334795,1.4167122406124717,0.018992137544772685,-0.07618245548793318,#153cd8
600f902a,0.6344214649798766,1.238500815349662,0.03152974681592549,-0.05682915997505211,#153cd8
6106c279,0.5832128204250726,1.362255082483024,0.05006299396735989,-0.03945692618694596,#153cd8
5edae378,0.5160029665512699,1.227467929638169,0.017865761171582534,-0.08295812706818079,#153cd8
613a944c,0.837564204168938,1.080340794343038,0.01256114513577486,-0.067092114415153,#153cd8
6152d60f,0.8642990392365402,1.3744982416807783,0.06215395156228065,-0.060742621216757,#153cd8
614e0468,0.37244485184079573,1.2984957115737106,0.027014300905093158,-0.032011212741043835,#153cd8
613aea5a,0.6146995187925126,1.0925923850929944,0.012350480748053033,-0.05146362468995627,#153cd8
614721cb,0.246355300052527,1.4844216891466073,0.015968067223586117,-0.051646748029965606,#153cd8
5dadfe59,0.6468408505420652,1.1098961736624082,0.016376658623247914,-0.04263607226248847,#153cd8
60a2d0f8,0.6334871242043764,1.2342547756028883,0.03665320174150813,-0.032363628821162865,#153cd8
5f3afe23,0.6222431038620535,1.0493165089573253,0.006838246244895929,-0.047787484705994504,#153cd8
5ef6f639,0.5862202475094339,1.0094179059428423,0.0013583320700952806,-0.0341140942834709,#153cd8
5ec509f1,0.3786624316557839,1.1841819228768864,0.014878594983037133,-0.0435340891829495,#153cd8
60844994,0.9848453246261446,1.3375843602283006,0.0594831292136323,-0.06368450958445651,#153cd8
614f2de7,0.5064788239877109,1.0251509427745922,0.0029497515158057735,-0.041778796498118845,#153cd8
5f36cd24,0.6750404272715356,1.1033733979354003,0.01273948607183073,-0.07412075394258325,#153cd8
5fe4c413,0.3100908259751788,1.1940840142986469,0.012529071518040655,-0.03956615891070507,#153cd8
60bb1f9a,0.5378260212454029,1.516486526331313,0.06353386429408946,-0.043952118095249085,#153cd8
613dbd29,0.5765121525679977,1.0364208391372056,0.004827151947334074,-0.043584793184932386,#153cd8
5f6dff31,0.6245102550879523,1.3803908433790377,0.06015146689777104,-0.02879767206395356,#153cd8
5e5ba8c4,0.7911709885466047,0.987919974073142,-0.0020604694783668553,-0.04659771100856838,#153cd8
61516255,0.6914114244497229,1.164757625989681,0.02743417826369976,-0.033872357072822795,#153cd8
60fd7e2d,0.7199531352975271,1.1703225034514086,0.02874829016299893,-0.03697000147912807,#153cd8
615201ea,0.8509228013823501,1.2991485889095975,0.04512044433563692,-0.07428603303916242,#153cd8
5ed013f8,0.6448185196544121,1.158234679305071,0.024749887715673574,-0.03481987604772441,#153cd8
5e67f0cc,0.36183438126852413,1.0348127716955873,0.0031088962552352772,-0.03013169652960987,#153cd8
5f32e2c9,0.5818664872478684,1.5749683143151223,0.048034478370904715,-0.09380443820219714,#153cd8
614d0ee1,0.5438263108269573,1.0056373761919437,0.0006779513918098862,-0.048125645368443784,#153cd8
6148d526,0.7413378992002342,0.9922352919873827,-0.0013903885759619372,-0.030290438873957548,#153cd8
605563e7,0.5049845238544362,1.381723110043635,0.04203376092366207,-0.048562190087764606,#153cd8
5eb03bbe,0.5254373503420195,1.2593932300884167,0.027635127907488982,-0.057378720009081646,#153cd8
5bed5d8c,0.6273453004683078,1.0989994595336634,0.01043626967409407,-0.08211177005286968,#153cd8
5ea60638,0.5984201917526983,1.0987403128574713,0.014218470733379146,-0.03713368390701083,#153cd8
5e7c4f45,0.3950389100531437,1.014121992881994,0.0012661851286471515,-0.039405779688220705,#153cd8
5ca7ca2e,0.7667607050408639,1.4179145040126042,0.07024380455515689,-0.04538720736138924,#153cd8
5cec2a10,0.7729976589740345,1.5217793916854745,0.07542851486253802,-0.06990261213849053,#153cd8
610636e5,0.2977858152348105,1.3733786835480852,0.01937209067037711,-0.04849896049921394,#153cd8
6151aad7,0.37331554604845324,1.4716961365947625,0.03244316157438394,-0.053985445390513156,#153cd8
611ed2c0,0.37613986539677036,1.3402186558835543,0.022371589800797315,-0.05782795016157201,#153cd8
