"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","success","timeout","failed_images","failed_audio","failed_video","rt","url","responses","question_order","stimulus","key_press","response"
"pavlovia","0","9","0.0-0.0","1","Low_HMMActual","","","","","","","","","","","",""
"preload","1","13","0.0-1.0","1","Low_HMMActual","true","false","[]","[]","[]","","","","","","",""
"external-html","2","21352","0.0-2.0-0.0","1","Low_HMMActual","","","","","","21077","consent.html","","","","",""
"survey-multi-choice","3","28167","0.0-2.0-1.0","1","Low_HMMActual","","","","","","6811","","{""Q0"":""Male"",""Q1"":""Hispanic or Latino""}","[0,1]","","",""
"survey-text","4","30315","0.0-2.0-2.0","1","Low_HMMActual","","","","","","2142","","{""Q0"":""31""}","","","",""
"survey-text","5","39688","0.0-2.0-3.0","1","Low_HMMActual","","","","","","9263","","{""Q0"":""5eb197240abd5e2a87a67cbc""}","","","",""
"image-keyboard-response","6","61384","0.0-3.0-0.0","1","Low_HMMActual","","","","","","21589","","","","tutorial/tutorial1.png"," ",""
"image-keyboard-response","7","70016","0.0-3.0-0.1","1","Low_HMMActual","","","","","","8630","","","","tutorial/tutorial2.png"," ",""
"image-keyboard-response","8","74921","0.0-3.0-0.2","1","Low_HMMActual","","","","","","4903","","","","tutorial/tutorial3.png"," ",""
"image-keyboard-response","9","78337","0.0-3.0-0.3","1","Low_HMMActual","","","","","","3412","","","","tutorial/tutorial4.png"," ",""
"image-keyboard-response","10","82808","0.0-3.0-0.4","1","Low_HMMActual","","","","","","4467","","","","tutorial/tutorial5.png"," ",""
"image-keyboard-response","11","96336","0.0-3.0-0.5","1","Low_HMMActual","","","","","","13524","","","","tutorial/tutorial6.png"," ",""
"image-keyboard-response","12","104200","0.0-3.0-0.6","1","Low_HMMActual","","","","","","7863","","","","tutorial/tutorial7.png"," ",""
"image-keyboard-response","13","138241","0.0-3.0-0.7","1","Low_HMMActual","","","","","","34039","","","","tutorial/tutorial8.png"," ",""
"image-keyboard-response","14","150024","0.0-3.0-0.8","1","Low_HMMActual","","","","","","11781","","","","tutorial/tutorial9.png"," ",""
"image-keyboard-response","15","157472","0.0-3.0-0.9","1","Low_HMMActual","","","","","","7445","","","","tutorial/tutorial10.png"," ",""
"image-keyboard-response","16","170209","0.0-3.0-0.10","1","Low_HMMActual","","","","","","12734","","","","tutorial/tutorial11.png"," ",""
"image-keyboard-response","17","176160","0.0-3.0-0.11","1","Low_HMMActual","","","","","","5949","","","","tutorial/tutorial12.png"," ",""
"image-keyboard-response","18","190808","0.0-3.0-0.12","1","Low_HMMActual","","","","","","14647","","","","tutorial/tutorial13.png"," ",""
"image-keyboard-response","19","205431","0.0-3.0-0.13","1","Low_HMMActual","","","","","","14622","","","","tutorial/tutorial14.png"," ",""
"image-keyboard-response","20","209935","0.0-3.0-0.14","1","Low_HMMActual","","","","","","4502","","","","tutorial/tutorial15.png"," ",""
