"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","success","timeout","failed_images","failed_audio","failed_video","rt","url","responses","question_order","stimulus","key_press","response"
"pavlovia","0","25","0.0-0.0","56","Low_HMMActual","","","","","","","","","","","",""
"preload","1","26","0.0-1.0","56","Low_HMMActual","true","false","[]","[]","[]","","","","","","",""
"external-html","2","3728","0.0-2.0-0.0","56","Low_HMMActual","","","","","","3550.0999999046326","consent.html","","","","",""
"survey-multi-choice","3","9852","0.0-2.0-1.0","56","Low_HMMActual","","","","","","6121.099999904633","","{""Q0"":""Female"",""Q1"":""Asian""}","[0,1]","","",""
"survey-text","4","13771","0.0-2.0-2.0","56","Low_HMMActual","","","","","","3916.2000000476837","","{""Q0"":""123""}","","","",""
"survey-text","5","14966","0.0-2.0-3.0","56","Low_HMMActual","","","","","","1092.5","","{""Q0"":""123""}","","","",""
"image-keyboard-response","6","16317","0.0-3.0-0.0","56","Low_HMMActual","","","","","","1246.2000000476837","","","","tutorial/tutorial1.png"," ",""
"image-keyboard-response","7","17082","0.0-3.0-0.1","56","Low_HMMActual","","","","","","764.5999999046326","","","","tutorial/tutorial2.png"," ",""
"image-keyboard-response","8","18273","0.0-3.0-0.2","56","Low_HMMActual","","","","","","1190.5999999046326","","","","tutorial/tutorial3.png"," ",""
"image-keyboard-response","9","19002","0.0-3.0-0.3","56","Low_HMMActual","","","","","","728.5","","","","tutorial/tutorial4.png"," ",""
"image-keyboard-response","10","22289","0.0-3.0-0.4","56","Low_HMMActual","","","","","","3285.899999856949","","","","tutorial/tutorial5.png"," ",""
"image-keyboard-response","11","27902","0.0-3.0-0.5","56","Low_HMMActual","","","","","","5612","","","","tutorial/tutorial6.png"," ",""
"image-keyboard-response","12","28719","0.0-3.0-0.6","56","Low_HMMActual","","","","","","816.5","","","","tutorial/tutorial7.png"," ",""
"image-keyboard-response","13","29599","0.0-3.0-0.7","56","Low_HMMActual","","","","","","880.3000001907349","","","","tutorial/tutorial8.png"," ",""
"image-keyboard-response","14","30178","0.0-3.0-0.8","56","Low_HMMActual","","","","","","577.5","","","","tutorial/tutorial9.png"," ",""
"image-keyboard-response","15","31549","0.0-3.0-0.9","56","Low_HMMActual","","","","","","1370.4000000953674","","","","tutorial/tutorial10.png"," ",""
"image-keyboard-response","16","32124","0.0-3.0-0.10","56","Low_HMMActual","","","","","","575.2999999523163","","","","tutorial/tutorial11.png"," ",""
"image-keyboard-response","17","32658","0.0-3.0-0.11","56","Low_HMMActual","","","","","","532.6000001430511","","","","tutorial/tutorial12.png"," ",""
"image-keyboard-response","18","33136","0.0-3.0-0.12","56","Low_HMMActual","","","","","","478.2999999523163","","","","tutorial/tutorial13.png"," ",""
"image-keyboard-response","19","33632","0.0-3.0-0.13","56","Low_HMMActual","","","","","","495.5","","","","tutorial/tutorial14.png"," ",""
"image-keyboard-response","20","34118","0.0-3.0-0.14","56","Low_HMMActual","","","","","","485.40000009536743","","","","tutorial/tutorial15.png"," ",""
"image-keyboard-response","21","38293","0.0-4.0","56","Low_HMMActual","","","","","","4174.200000047684","","","","tutorial/tutorial16.png","arrowup",""
"image-keyboard-response","22","41956","0.0-5.0","56","Low_HMMActual","","","","","","2293.899999856949","","","","tutorial/tutorial17.png","arrowright",""
"image-keyboard-response","23","44711","0.0-6.0","56","Low_HMMActual","","","","","","1947","","","","tutorial/tutorial18.png","arrowleft",""
"image-keyboard-response","24","46444","0.0-7.0","56","Low_HMMActual","","","","","","1120.5","","","","tutorial/tutorial19.png"," ",""
"html-keyboard-response","25","47392","0.0-8.0","57","Low_HMMActual","","","","","","946.0999999046326","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Loading episode&hellip;</p><div>"," ",""
"image-button-response","26","67635","0.0-9.0-0.0","57","Low_HMMActual","","","","","","20240.099999904633","","","","Images/NoChoice.png","","0"
"image-button-response","27","67943","0.0-9.0-1.0","57","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoice.png","","null"
"image-button-response","28","68448","0.0-9.0-2.0","57","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoiceWrong.png","","null"
"image-button-response","29","81296","0.0-9.0-0.1","57","Low_HMMActual","","","","","","12846","","","","Images/NewTrialWC.png","","2"
"image-button-response","30","81602","0.0-9.0-1.1","57","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoice.png","","null"
"image-button-response","31","82107","0.0-9.0-2.1","57","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoiceWrong.png","","null"
"image-button-response","32","94072","0.0-9.0-0.2","57","Low_HMMActual","","","","","","11962.700000047684","","","","Images/NewTrialBC.png","","1"
"image-button-response","33","94379","0.0-9.0-1.2","57","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoice.png","","null"
