"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","success","timeout","failed_images","failed_audio","failed_video","rt","url","responses","question_order","stimulus","key_press","response"
"pavlovia","0","83","0.0-0.0","17","Low_HMMActual","","","","","","","","","","","",""
"preload","1","85","0.0-1.0","17","Low_HMMActual","true","false","[]","[]","[]","","","","","","",""
"external-html","2","23951","0.0-2.0-0.0","17","Low_HMMActual","","","","","","23727.19999998808","consent.html","","","","",""
"survey-multi-choice","3","29251","0.0-2.0-1.0","17","Low_HMMActual","","","","","","5297.4000000059605","","{""Q0"":""Female"",""Q1"":""White""}","[0,1]","","",""
"survey-text","4","31714","0.0-2.0-2.0","17","Low_HMMActual","","","","","","2459.7000000178814","","{""Q0"":""21""}","","","",""
"survey-text","5","34768","0.0-2.0-3.0","17","Low_HMMActual","","","","","","2948.9000000059605","","{""Q0"":""60fd79cadc8d0e15f1f85689""}","","","",""
"image-keyboard-response","6","49521","0.0-3.0-0.0","17","Low_HMMActual","","","","","","14647.299999982119","","","","tutorial/tutorial1.png"," ",""
"image-keyboard-response","7","58747","0.0-3.0-0.1","17","Low_HMMActual","","","","","","9225.399999976158","","","","tutorial/tutorial2.png"," ",""
"image-keyboard-response","8","63569","0.0-3.0-0.2","17","Low_HMMActual","","","","","","4821.300000011921","","","","tutorial/tutorial3.png"," ",""
"image-keyboard-response","9","66022","0.0-3.0-0.3","17","Low_HMMActual","","","","","","2452","","","","tutorial/tutorial4.png"," ",""
"image-keyboard-response","10","68097","0.0-3.0-0.4","17","Low_HMMActual","","","","","","2073.2000000178814","","","","tutorial/tutorial5.png"," ",""
"image-keyboard-response","11","73918","0.0-3.0-0.5","17","Low_HMMActual","","","","","","5820.5","","","","tutorial/tutorial6.png"," ",""
"image-keyboard-response","12","80301","0.0-3.0-0.6","17","Low_HMMActual","","","","","","6382.4000000059605","","","","tutorial/tutorial7.png"," ",""
"image-keyboard-response","13","104954","0.0-3.0-0.7","17","Low_HMMActual","","","","","","24651.20000001788","","","","tutorial/tutorial8.png"," ",""
"image-keyboard-response","14","112729","0.0-3.0-0.8","17","Low_HMMActual","","","","","","7774.0999999940395","","","","tutorial/tutorial9.png"," ",""
"image-keyboard-response","15","122101","0.0-3.0-0.9","17","Low_HMMActual","","","","","","9371","","","","tutorial/tutorial10.png"," ",""
"image-keyboard-response","16","129983","0.0-3.0-0.10","17","Low_HMMActual","","","","","","7880.799999982119","","","","tutorial/tutorial11.png"," ",""
"image-keyboard-response","17","136111","0.0-3.0-0.11","17","Low_HMMActual","","","","","","6127.799999982119","","","","tutorial/tutorial12.png"," ",""
"image-keyboard-response","18","147400","0.0-3.0-0.12","17","Low_HMMActual","","","","","","11288.299999982119","","","","tutorial/tutorial13.png"," ",""
"image-keyboard-response","19","154516","0.0-3.0-0.13","17","Low_HMMActual","","","","","","7114.199999988079","","","","tutorial/tutorial14.png"," ",""
"image-keyboard-response","20","158089","0.0-3.0-0.14","17","Low_HMMActual","","","","","","3573","","","","tutorial/tutorial15.png"," ",""
"image-keyboard-response","21","164497","0.0-4.0","17","Low_HMMActual","","","","","","6406.4000000059605","","","","tutorial/tutorial16.png","arrowup",""
"image-keyboard-response","22","171060","0.0-5.0","17","Low_HMMActual","","","","","","4409.199999988079","","","","tutorial/tutorial17.png","arrowright",""
"image-keyboard-response","23","175189","0.0-6.0","17","Low_HMMActual","","","","","","2997.5999999940395","","","","tutorial/tutorial18.png","arrowleft",""
"image-keyboard-response","24","180114","0.0-7.0","17","Low_HMMActual","","","","","","3938.5999999940395","","","","tutorial/tutorial19.png"," ",""
"html-keyboard-response","25","184298","0.0-8.0","18","Low_HMMActual","","","","","","4181.5","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Loading episode&hellip;</p><div>"," ",""
"image-button-response","26","193838","0.0-9.0-0.0","18","Low_HMMActual","","","","","","9535.399999976158","","","","Images/NoChoice.png","","0"
"image-button-response","27","194147","0.0-9.0-1.0","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoice.png","","null"
"image-button-response","28","194651","0.0-9.0-2.0","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoiceWrong.png","","null"
"image-button-response","29","204647","0.0-9.0-0.1","18","Low_HMMActual","","","","","","9989.199999988079","","","","Images/NewTrialWC.png","","0"
"image-button-response","30","204951","0.0-9.0-1.1","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoice.png","","null"
"image-button-response","31","205458","0.0-9.0-2.1","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoiceWrong.png","","null"
"image-button-response","32","210172","0.0-9.0-0.2","18","Low_HMMActual","","","","","","4711.800000011921","","","","Images/NewTrialWC.png","","2"
"image-button-response","33","210478","0.0-9.0-1.2","18","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoice.png","","null"
"image-button-response","34","210980","0.0-9.0-2.2","18","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoiceCorrect.png","","null"
"image-button-response","35","213606","0.0-9.0-0.3","18","Low_HMMActual","","","","","","2623.4000000059605","","","","Images/NewTrialWC.png","","2"
"image-button-response","36","213914","0.0-9.0-1.3","18","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoice.png","","null"
"image-button-response","37","214422","0.0-9.0-2.3","18","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoiceWrong.png","","null"
"image-button-response","38","218154","0.0-9.0-0.4","18","Low_HMMActual","","","","","","3730.9000000059605","","","","Images/NewTrialBC.png","","1"
"image-button-response","39","218460","0.0-9.0-1.4","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoice.png","","null"
"image-button-response","40","218966","0.0-9.0-2.4","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoiceWrong.png","","null"
"image-button-response","41","221167","0.0-9.0-0.5","18","Low_HMMActual","","","","","","2199.300000011921","","","","Images/NewTrialWC.png","","2"
"image-button-response","42","221473","0.0-9.0-1.5","18","Low_HMMActual","","","","","","null","","","","Images/WhiteBeadChoice.png","","null"
