"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","success","timeout","failed_images","failed_audio","failed_video","rt","url","responses","question_order","stimulus","key_press","response"
"pavlovia","0","18","0.0-0.0","17","Low_HMMActual","","","","","","","","","","","",""
"preload","1","19","0.0-1.0","17","Low_HMMActual","true","false","[]","[]","[]","","","","","","",""
"external-html","2","40240","0.0-2.0-0.0","17","Low_HMMActual","","","","","","40170.79999998212","consent.html","","","","",""
"survey-multi-choice","3","196982","0.0-2.0-1.0","17","Low_HMMActual","","","","","","156741","","{""Q0"":""Female"",""Q1"":""White""}","[0,1]","","",""
"survey-text","4","199704","0.0-2.0-2.0","17","Low_HMMActual","","","","","","2717.199999988079","","{""Q0"":""18""}","","","",""
"survey-text","5","205504","0.0-2.0-3.0","17","Low_HMMActual","","","","","","5697.5","","{""Q0"":""60a44015d0ff9f3d81a1a1c8""}","","","",""
"image-keyboard-response","6","372919","0.0-3.0-0.0","17","Low_HMMActual","","","","","","167310.29999998212","","","","tutorial/tutorial1.png"," ",""
"image-keyboard-response","7","399622","0.0-3.0-0.1","17","Low_HMMActual","","","","","","26702.69999998808","","","","tutorial/tutorial2.png"," ",""
"image-keyboard-response","8","546501","0.0-3.0-0.2","17","Low_HMMActual","","","","","","146878.5","","","","tutorial/tutorial3.png"," ",""
"image-keyboard-response","9","549205","0.0-3.0-0.3","17","Low_HMMActual","","","","","","2703.4000000059605","","","","tutorial/tutorial4.png"," ",""
"image-keyboard-response","10","551661","0.0-3.0-0.4","17","Low_HMMActual","","","","","","2455.5999999940395","","","","tutorial/tutorial5.png"," ",""
"image-keyboard-response","11","587278","0.0-3.0-0.5","17","Low_HMMActual","","","","","","35616","","","","tutorial/tutorial6.png"," ",""
"image-keyboard-response","12","591070","0.0-3.0-0.6","17","Low_HMMActual","","","","","","3790.800000011921","","","","tutorial/tutorial7.png"," ",""
"image-keyboard-response","13","595878","0.0-3.0-0.7","17","Low_HMMActual","","","","","","4807.0999999940395","","","","tutorial/tutorial8.png"," ",""
"image-keyboard-response","14","598991","0.0-3.0-0.8","17","Low_HMMActual","","","","","","3111.600000023842","","","","tutorial/tutorial9.png"," ",""
"image-keyboard-response","15","603598","0.0-3.0-0.9","17","Low_HMMActual","","","","","","4606.800000011921","","","","tutorial/tutorial10.png"," ",""
"image-keyboard-response","16","604926","0.0-3.0-0.10","17","Low_HMMActual","","","","","","1327","","","","tutorial/tutorial11.png"," ",""
"image-keyboard-response","17","605942","0.0-3.0-0.11","17","Low_HMMActual","","","","","","1015.0999999940395","","","","tutorial/tutorial12.png"," ",""
"image-keyboard-response","18","612462","0.0-3.0-0.12","17","Low_HMMActual","","","","","","6519.600000023842","","","","tutorial/tutorial13.png"," ",""
"image-keyboard-response","19","614726","0.0-3.0-0.13","17","Low_HMMActual","","","","","","2262.5999999940395","","","","tutorial/tutorial14.png"," ",""
"image-keyboard-response","20","617966","0.0-3.0-0.14","17","Low_HMMActual","","","","","","3239.300000011921","","","","tutorial/tutorial15.png"," ",""
"image-keyboard-response","21","632326","0.0-4.0","17","Low_HMMActual","","","","","","14359.299999982119","","","","tutorial/tutorial16.png","arrowup",""
"image-keyboard-response","22","639894","0.0-5.0","17","Low_HMMActual","","","","","","5840.800000011921","","","","tutorial/tutorial17.png","arrowright",""
"image-keyboard-response","23","651958","0.0-6.0","17","Low_HMMActual","","","","","","10862.299999982119","","","","tutorial/tutorial18.png","arrowleft",""
"image-keyboard-response","24","661542","0.0-7.0","17","Low_HMMActual","","","","","","7244.700000017881","","","","tutorial/tutorial19.png"," ",""
"html-keyboard-response","25","666430","0.0-8.0","18","Low_HMMActual","","","","","","4881.899999976158","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Loading episode&hellip;</p><div>"," ",""
"image-button-response","26","672778","0.0-9.0-0.0","18","Low_HMMActual","","","","","","6343.899999976158","","","","Images/NoChoice.png","","1"
"image-button-response","27","673081","0.0-9.0-1.0","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoice.png","","null"
"image-button-response","28","673589","0.0-9.0-2.0","18","Low_HMMActual","","","","","","null","","","","Images/BlackBeadChoiceWrong.png","","null"
